2.00000,23.24875,24.22061,78.23934,-8.84817,0.49994,-0.86473,1127.14267,33.57295,3.00000,-18.50348,15.77449,5.35399,-59.06577,-0.67344,-0.19362,591.21321,24.31488,3.00000,6.05438,4.73416,17.40222,-1.73417,0.34002,-0.88181,59.06778,7.68556,2.00000,0.01499,1.86070,4.37423,-5.08544,-0.57206,0.65351,3.46244,1.86076,4.00000,-0.28024,1.61249,4.71284,-3.24761,0.51278,0.37984,2.67866,1.63666,8.00000,-1.89606,6.48550,10.46708,-13.93291,0.06806,-0.91975,45.65676,6.75698,2.00000,34.58188,24.11467,1777.42365,6.12374,3.78122,51.79786
2.00000,14.23811,19.11124,64.54947,-6.72048,0.89681,-0.28839,567.96334,23.83198,3.00000,-15.11237,12.62701,3.91888,-54.83507,-1.10642,0.99599,387.82521,19.69328,2.00000,5.11975,5.61079,23.13342,-3.23351,1.05635,0.68062,57.69282,7.59558,6.00000,-1.19181,2.64380,3.18554,-10.17010,-1.53215,2.20523,8.41008,2.90001,7.00000,0.01304,1.93247,3.87543,-4.95105,-0.70568,-0.07164,3.73460,1.93251,7.00000,0.48581,5.45517,10.94342,-11.85409,-0.37872,-0.36639,29.99493,5.47676,3.00000,24.81317,19.94463,1013.48137,5.20664,3.87692,42.13962
2.00000,21.86861,19.44664,67.45827,-6.74329,0.38188,-0.88947,856.40803,29.26445,2.00000,-16.73372,14.77465,5.56535,-42.54962,-0.24286,-1.25626,498.30787,22.32281,3.00000,6.51802,6.39422,20.07265,-1.79860,0.56321,-1.07823,83.37063,9.13075,6.00000,-0.66482,2.70155,4.30824,-9.63689,-1.39646,2.20718,7.74037,2.78215,9.00000,0.05182,1.47068,3.73654,-3.44967,0.00960,-0.35689,2.16559,1.47159,8.00000,0.75130,6.33619,11.54235,-10.97401,-0.19050,-0.71351,40.71181,6.38058,3.00000,31.57124,21.00817,1438.08653,5.77639,4.15344,50.61777
2.00000,22.23618,22.71650,74.26074,-4.37895,0.55097,-1.01104,1010.48704,31.78816,5.00000,-14.82065,10.65916,4.20202,-41.06642,-0.31337,-0.61469,333.26941,18.25567,2.00000,6.77025,7.23236,22.75232,-7.96185,0.19027,-0.79842,98.14338,9.90673,1.00000,0.61280,2.00424,4.39964,-4.35160,-0.13010,-0.29522,4.39250,2.09583,5.00000,-0.23281,1.88851,4.86663,-4.57137,0.08362,0.45082,3.62069,1.90281,6.00000,-1.90176,6.29277,11.59965,-11.44530,0.23922,-0.92757,43.21570,6.57386,2.00000,30.98417,21.95179,1441.89983,6.11067,3.72675,51.22889
2.00000,14.14702,18.09138,55.82406,-4.81713,0.81024,-0.70202,527.43601,22.96598,3.00000,-9.19776,13.52085,8.07914,-41.60028,-0.70019,-0.42969,267.41221,16.35274,3.00000,8.38087,8.13727,27.91525,-6.55592,0.41330,-0.51644,136.45418,11.68136,3.00000,-0.83574,2.76241,3.61405,-7.51060,-0.44860,-0.47048,8.32938,2.88607,3.00000,0.35362,1.67258,4.36844,-2.88160,0.93123,0.38042,2.92256,1.70955,6.00000,0.43977,4.67660,10.55129,-10.48517,-0.23753,0.12796,22.06399,4.69723,5.00000,24.05405,18.78044,931.30240,4.78538,3.22739,33.31592
0.00000,7.04385,1.48344,10.80805,4.71449,0.59168,-0.37291,51.81640,7.19836,0.00000,-6.51251,1.21036,-4.18698,-9.21336,-0.24371,-0.64897,43.87781,6.62403,0.00000,1.65460,1.16478,3.91210,-0.12933,0.18063,-0.83328,4.09441,2.02346,2.00000,1.14072,0.67981,2.32381,-0.07071,0.20092,-1.03618,1.76339,1.32793,1.00000,-1.05205,0.86929,0.10228,-3.16992,-0.20693,-0.79754,1.86247,1.36472,1.00000,0.17334,0.46207,1.32854,-0.64685,0.21407,0.00743,0.24356,0.49352,6.00000,9.92211,1.15774,99.78862,1.70498,0.98106,3.86942
0.00000,7.89239,1.12765,10.93416,5.25047,-0.05989,-0.40564,63.56143,7.97254,0.00000,-5.86295,1.14586,-4.14279,-8.84568,-0.66196,-0.40274,35.68718,5.97387,0.00000,1.18936,0.92369,2.34308,-0.96234,-0.80264,-0.58958,2.26777,1.50591,2.00000,0.36017,0.50360,1.16991,-0.99487,-0.79294,0.01205,0.38334,0.61914,4.00000,-0.32007,0.42648,0.24423,-1.40146,-0.94085,-0.30323,0.28432,0.53322,5.00000,-0.02860,0.29397,0.66990,-0.56448,0.10252,-0.60439,0.08723,0.29535,7.00000,10.00490,1.19095,101.51638,0.77741,0.38798,0.75490
0.00000,7.04994,0.70995,9.15282,5.57200,-0.02844,0.94474,50.20571,7.08560,0.00000,-6.93183,0.77959,-5.22854,-8.80068,0.42233,-0.36887,48.65807,6.97553,0.00000,0.99934,0.66154,2.55444,-0.22227,-0.14281,-0.71208,1.43632,1.19847,2.00000,0.91981,0.65135,2.19096,-0.00068,0.31208,-1.17892,1.27030,1.12708,2.00000,-0.79262,0.62304,0.28949,-1.63921,-0.04426,-1.56257,1.01643,1.00818,2.00000,0.03235,0.27829,0.56327,-0.76397,-0.81591,0.26978,0.07849,0.28017,3.00000,9.98087,0.82603,100.30011,1.31933,0.79031,2.36522
0.00000,6.99041,0.65951,8.66915,5.65427,0.61745,-0.00815,49.30082,7.02145,0.00000,-7.16075,0.94807,-5.58502,-9.14295,-0.05714,-0.68003,52.17517,7.22324,0.00000,1.00469,0.69652,2.10470,-0.20504,-0.07397,-1.39603,1.49454,1.22251,2.00000,-0.60454,0.72420,0.20144,-2.22268,-0.89358,-0.47275,0.88993,0.94336,4.00000,0.41318,0.48174,1.51104,-0.61956,0.74819,-0.13713,0.40279,0.63466,3.00000,-0.05771,0.19257,0.39967,-0.41808,0.69908,-0.24024,0.04041,0.20103,3.00000,10.09890,0.99137,102.97053,0.85428,0.77675,1.33314
0.00000,7.73906,0.96672,9.24751,5.22200,-0.96574,0.24041,60.82758,7.79920,0.00000,-6.08450,0.49923,-5.31882,-7.37825,-0.72043,-0.21584,37.27038,6.10495,0.00000,1.33855,0.47867,2.25568,0.20567,-0.21799,-0.68388,2.02085,1.42157,0.00000,-0.09034,1.08931,2.46040,-1.91353,0.58115,-0.27221,1.19475,1.09305,3.00000,0.14272,0.81851,1.39277,-1.30789,-0.09048,-1.30734,0.69033,0.83086,1.00000,0.04390,0.32963,0.63832,-1.24371,-1.90021,4.41109,0.11058,0.33254,5.00000,9.98191,0.69296,100.11882,1.24193,0.67324,1.99566
1.00000,27.73906,22.25254,74.49711,-39.16646,-0.18704,0.02956,1264.63091,35.56165,6.00000,-26.94375,28.50281,23.93404,-66.39937,0.22827,-1.46029,1538.37574,39.22213,6.00000,4.15620,9.30302,20.89136,-16.43528,-0.52003,-0.72684,103.82016,10.18922,6.00000,0.40895,2.57584,6.32683,-6.04756,-0.33861,-0.38555,6.80221,2.60810,6.00000,-0.64857,1.80774,3.29987,-4.14211,0.28565,-0.76710,3.68858,1.92057,6.00000,1.05301,7.33585,13.45617,-11.94520,-0.03345,-1.18369,54.92346,7.41104,6.00000,50.50357,18.87369,2906.82681,7.19715,3.68988,65.41425
1.00000,30.37275,23.42036,76.25525,-16.72024,0.00782,-0.98107,1471.01750,38.35385,6.00000,-28.90676,24.71788,16.79817,-61.72795,0.47826,-1.16809,1446.57436,38.03386,4.00000,7.64069,9.48938,35.13973,-10.65474,0.77193,0.57861,148.42843,12.18312,6.00000,0.70869,3.26197,6.68348,-5.64081,0.06575,-1.09655,11.14269,3.33807,7.00000,0.06270,1.51925,4.35159,-2.84331,0.71373,-0.22850,2.31204,1.52054,8.00000,-0.47535,8.34367,13.81666,-13.38505,0.29931,-1.21460,69.84287,8.35720,5.00000,51.36912,20.66962,3066.02029,8.17692,4.05408,83.29760
1.00000,26.43931,19.83846,78.07989,-18.69077,-0.02940,-0.31614,1092.60151,33.05452,4.00000,-14.66194,19.71700,17.30209,-52.33252,-0.03479,-1.58092,603.73252,24.57097,6.00000,6.54976,9.00580,40.55595,-5.94064,1.33696,2.60349,124.00382,11.13570,4.00000,-0.96268,2.54009,3.76982,-6.84326,-0.37000,-0.46660,7.37880,2.71640,5.00000,0.40215,2.24538,3.70555,-6.88321,-1.12459,0.98134,5.20346,2.28111,7.00000,0.42704,6.00732,14.05548,-9.39454,0.29927,-0.97666,36.27031,6.02248,5.00000,39.34904,16.49214,1820.33785,6.20523,3.21678,48.85257
1.00000,23.08558,22.24149,76.22069,-19.85161,0.43422,-0.72262,1027.62812,32.05664,6.00000,-14.45600,15.27356,13.59965,-34.98604,0.03069,-1.40621,442.25744,21.02992,5.00000,1.38961,4.51839,11.48359,-7.44558,0.12061,-0.70416,22.34685,4.72725,8.00000,-0.67134,1.93653,3.02642,-4.58629,0.17931,-0.73534,4.20085,2.04960,3.00000,0.04533,1.56393,2.83119,-3.02267,-0.09891,-1.19120,2.44794,1.56459,5.00000,-0.82905,6.01337,10.27892,-10.31032,0.26568,-1.17397,36.84792,6.07025,5.00000,33.95937,18.41178,1492.23240,5.98552,2.76952,43.49671
1.00000,17.06571,15.52650,60.33819,-8.84798,0.57866,-0.28452,532.31065,23.07186,4.00000,-4.52682,10.18704,13.51405,-23.94993,-0.25891,-0.95960,124.26788,11.14755,5.00000,3.80425,4.68309,13.47072,-4.75557,-0.02144,-1.05838,36.40364,6.03354,4.00000,-0.73613,1.87386,3.42827,-5.05514,-0.32478,0.27780,4.05326,2.01327,8.00000,0.51622,1.65327,6.08246,-2.94310,1.55594,2.58883,2.99978,1.73199,6.00000,-0.54897,3.89772,6.93701,-8.20390,0.11980,-0.85305,15.49358,3.93619,3.00000,23.04861,12.71784,692.98218,4.15373,2.30068,22.54662
5.00000,7.24221,10.95319,58.94787,-8.32092,2.34244,6.56645,172.42207,13.13096,6.00000,2.57425,9.53250,17.45901,-25.72655,-0.56315,-0.08154,97.49537,9.87397,6.00000,-6.01285,6.03661,1.79685,-19.69529,-0.38673,-0.40861,72.59495,8.52027,2.00000,0.32776,2.28473,6.67557,-4.37641,0.61259,0.35365,5.32743,2.30812,3.00000,0.07629,1.62218,3.27858,-3.07262,-0.04369,-0.85097,2.63727,1.62397,5.00000,0.66328,3.07133,10.54567,-3.25570,1.37548,1.58828,9.87300,3.14213,5.00000,15.55996,10.01998,342.51239,3.52322,2.32908,17.83770
5.00000,5.70834,14.30706,59.46418,-14.89046,1.75777,2.84077,237.27719,15.40380,8.00000,8.09660,8.31752,36.98890,-12.28613,0.14054,1.39164,134.73604,11.60759,7.00000,-7.17985,4.66998,-0.32492,-18.50239,-0.15280,-0.92520,73.35892,8.56498,0.00000,-0.40339,2.66871,5.88546,-6.22083,0.27224,-0.19705,7.28473,2.69902,6.00000,0.28483,1.69411,3.58908,-3.37242,-0.18427,-0.75162,2.95112,1.71788,6.00000,-0.25085,1.98715,5.14835,-4.68163,0.14119,0.18093,4.01167,2.00292,6.00000,17.77125,11.38221,445.37216,3.27773,1.87189,14.24753
5.00000,5.09986,11.64252,41.61930,-9.71281,1.04005,0.19142,161.55696,12.71051,9.00000,3.14242,9.14133,21.01828,-11.06986,0.16524,-1.10786,93.43873,9.66637,8.00000,-7.34241,3.68743,2.74842,-13.72277,0.99209,0.89963,67.50811,8.21633,2.00000,-0.22779,2.59904,4.96614,-6.41369,0.26485,-0.75167,6.80689,2.60900,4.00000,0.27283,1.65587,3.63491,-3.19214,-0.19684,-0.76694,2.81634,1.67819,7.00000,-0.14229,2.58594,8.23313,-4.45056,0.84724,0.97379,6.70732,2.58985,9.00000,16.81390,6.30845,322.50380,3.76072,1.47904,16.33054
5.00000,5.93555,9.09552,26.05312,-10.09174,0.41410,-0.65830,117.95926,10.86091,7.00000,2.26377,7.81416,18.53665,-13.03036,0.52314,-0.93684,66.18582,8.13547,5.00000,-7.79938,3.28950,2.06384,-15.45871,0.91370,1.30752,71.65111,8.46470,2.00000,0.12129,1.77627,4.69666,-3.12093,0.40378,-0.10132,3.16985,1.78041,8.00000,0.23599,1.33067,2.82007,-2.40117,-0.12548,-1.20736,1.82638,1.35144,5.00000,-0.46774,2.38432,5.66164,-3.17558,0.75638,-0.42910,5.90375,2.42976,7.00000,15.53595,3.79872,255.79619,3.15408,0.97557,10.89998
5.00000,5.48004,10.58153,33.15029,-11.25829,0.86919,0.07497,141.99964,11.91636,6.00000,3.69653,7.50129,18.44052,-13.48978,0.26912,-0.89131,69.93363,8.36263,7.00000,-7.16164,2.96494,-0.35888,-11.20523,0.76232,-0.74384,60.07993,7.75112,0.00000,0.25133,2.07939,4.20357,-4.77211,-0.17631,-0.34034,4.38705,2.09453,6.00000,0.18977,1.06186,2.13242,-2.01840,-0.44809,-0.93916,1.16357,1.07869,6.00000,-0.08203,2.50079,6.64343,-3.62547,0.81273,0.15004,6.26070,2.50214,8.00000,15.36823,5.98587,272.01320,3.18035,1.30257,11.81132
1.00000,20.94823,14.18510,47.85508,-3.76490,0.01699,-1.29924,640.04550,25.29912,4.00000,-1.01106,12.43212,17.64097,-24.45492,-0.21232,-1.36544,155.57980,12.47316,4.00000,5.95370,8.10017,25.75006,-8.05295,0.63553,0.33963,101.05940,10.05283,3.00000,1.42017,2.87782,7.14000,-4.04304,0.01133,-1.06338,10.29875,3.20917,5.00000,-0.13315,0.87893,2.12148,-1.86700,0.04505,-0.09858,0.79024,0.88896,9.00000,0.17807,4.88198,9.76842,-7.82708,0.13813,-1.07458,23.86547,4.88523,4.00000,28.21767,10.02237,896.68470,5.30669,2.60644,34.95446
1.00000,3.87365,0.50428,4.73840,3.00891,-0.00000,-1.20024,15.25949,3.90634,0.00000,12.70304,0.04688,12.78344,12.62265,-0.00000,-1.20024,161.36955,12.70313,0.00000,1.70791,0.32693,2.26853,1.14729,-0.00000,-1.20024,3.02384,1.73892,0.00000,-0.14700,0.20621,0.20661,-0.50061,0.00000,-1.20024,0.06413,0.25324,1.00000,-0.47247,0.21333,-0.10664,-0.83830,-0.00000,-1.20024,0.26874,0.51840,0.00000,0.14700,0.17155,0.44117,-0.14717,0.00000,-1.20024,0.05104,0.22592,1.00000,13.40270,0.14332,179.65288,0.59766,0.16344,0.38391
1.00000,7.02904,8.53771,38.49436,-1.80217,2.07853,3.82540,122.29993,11.05893,2.00000,1.75936,6.29377,15.64742,-12.12523,0.09679,0.16901,42.70694,6.53505,5.00000,7.77761,5.60742,28.70949,-3.19051,0.98449,2.79086,91.93446,9.58825,2.00000,-0.26136,1.62995,2.20472,-6.85215,-2.02760,4.71805,2.72504,1.65077,4.00000,0.62082,1.38499,5.59364,-1.35898,1.39360,2.22206,2.30362,1.51777,3.00000,0.11242,2.77901,5.11178,-7.03435,-0.94505,0.70785,7.73552,2.78128,2.00000,13.93920,7.91454,256.94133,2.68345,2.35866,12.76418
1.00000,3.79951,1.31716,5.71531,1.72760,-0.40351,-1.22513,16.17120,4.02134,0.00000,0.45216,0.58658,1.73729,-0.47520,0.19921,-0.80381,0.54853,0.74063,2.00000,8.98218,0.55862,10.23044,7.59335,-0.19570,0.41823,80.99157,8.99953,0.00000,0.00627,0.31481,0.38594,-0.80804,-1.10278,0.28509,0.09914,0.31487,4.00000,-0.05990,0.46720,0.54089,-1.33193,-1.15523,0.17776,0.22187,0.47103,2.00000,0.27905,0.36189,1.37332,-0.23149,1.24690,1.02031,0.20883,0.45698,4.00000,9.86169,0.67709,97.71130,0.60404,0.40617,0.52984
1.00000,3.93422,0.16270,4.23057,3.45841,-0.19189,-0.34536,15.50454,3.93758,0.00000,0.56117,0.10933,0.90251,0.37334,1.09500,1.38221,0.32687,0.57172,0.00000,8.92790,0.11779,9.18004,8.62811,-0.08091,0.23626,79.72132,8.92868,0.00000,-0.00276,0.03969,0.05804,-0.08326,-0.50731,-1.02937,0.00158,0.03978,5.00000,-0.03025,0.02583,0.04319,-0.06533,1.42875,1.30397,0.00158,0.03978,5.00000,0.01603,0.03610,0.16453,-0.04455,0.98100,2.35570,0.00156,0.03950,12.00000,9.77462,0.09738,95.55273,0.06416,0.02468,0.00473
1.00000,20.87990,17.25216,63.74377,-5.62481,0.58489,-0.61540,733.60718,27.08518,6.00000,-7.96662,15.53000,17.26641,-29.67425,0.15984,-1.50727,304.64793,17.45417,4.00000,4.71716,5.86519,18.11453,-7.38109,0.47007,-0.25655,56.65202,7.52675,10.00000,-0.82616,2.37401,3.68632,-5.66334,0.01210,-1.13097,6.31844,2.51365,7.00000,-0.40795,1.94565,3.47050,-4.27954,-0.02402,-0.54067,3.95198,1.98796,4.00000,0.89871,5.40080,10.19824,-8.53692,-0.00691,-1.23534,29.97636,5.47507,5.00000,30.75236,12.21473,1094.90713,5.77702,2.62161,40.24679
1.00000,19.46392,12.21635,59.62964,-1.41834,1.24443,1.60151,528.08346,22.98007,2.00000,2.45707,13.27135,13.61768,-26.33563,-1.17300,-0.21591,182.16587,13.49688,3.00000,3.11761,5.65197,16.68464,-7.17597,0.54951,-0.15640,41.66421,6.45478,3.00000,-0.55568,1.32312,2.37729,-2.41386,0.92316,-0.13236,2.05943,1.43507,3.00000,0.20288,1.02123,2.99088,-2.27818,-0.52606,1.33127,1.08407,1.04119,3.00000,0.75697,3.69242,9.08760,-8.22853,-0.01450,0.54619,14.20697,3.76921,2.00000,25.36471,10.41850,751.91354,3.25631,2.59749,17.35046
1.00000,15.72108,7.02500,34.08741,2.44904,0.63920,-0.01869,296.50310,17.21927,0.00000,-9.31111,11.54014,13.64473,-29.89839,0.14680,-1.06137,219.87171,14.82807,4.00000,4.83314,5.29612,20.61537,-2.66730,1.32614,1.11241,51.40812,7.16995,3.00000,0.67070,1.37464,4.49501,-1.32953,0.72879,0.56040,2.33947,1.52953,4.00000,0.20816,1.00138,1.81403,-2.45716,-0.59763,0.12956,1.04608,1.02278,3.00000,0.52013,4.43895,11.68570,-7.05412,0.52107,-0.39080,19.97483,4.46932,5.00000,22.07125,8.98014,567.78293,4.10722,2.54777,23.36039
